id,word_1_en,word_2_en,word_3_en,word_1_ja,word_2_ja,word_3_ja,word_class,word_structure_A,word_structure_B,word_alt_en,word_alt_ja,word_IPA,img_URL,word_description,ENG_1,ENG_2,ENG_3,JPN_1,JPN_2,JPN_3,remind_frag,quiz_level
1212,spin,spin a yarn,She loves to spin a yarn about her travels.,回転,糸を紡ぐ,彼女は旅行についてのが大好きです。,動詞,spin (回る),「回転する」→ 回転,spinner,回転するもの,/spɪn/,public\images\spin.webp,物体が中心軸周りを旋回する動作。,public\audio\ENG\1\spin.mp3,public\audio\ENG\2\spin.mp3,public\audio\ENG\3\spin.mp3,public\audio\JPN\1\spin.mp3,public\audio\JPN\2\spin.mp3,public\audio\JPN\3\spin.mp3,FALSE,1
1213,clip,clip papers together,Please clip these papers together for the meeting.,切り取る,紙をクリップで留める,会議のためにこれらの書類をクリップで留めてください。,動詞,clip (切り取る),「切り取る」→ 切り取る,clipper,切る道具,/klɪp/,public\images\clip.webp,物を切り取る行為やその切り取られた部分。,public\audio\ENG\1\clip.mp3,public\audio\ENG\2\clip.mp3,public\audio\ENG\3\clip.mp3,public\audio\JPN\1\clip.mp3,public\audio\JPN\2\clip.mp3,public\audio\JPN\3\clip.mp3,FALSE,1
1214,drag,drag the file to,Drag the file to the folder on your desktop.,引きずる,ファイルをドラッグして,ファイルをデスクトップ上のフォルダーにドラッグします。,動詞,drag (引きずる),「引きずる」→ 引きずる,dragging,引きずること,/dræɡ/,public\images\drag.webp,物を地面に触れさせながら引くこと。,public\audio\ENG\1\drag.mp3,public\audio\ENG\2\drag.mp3,public\audio\ENG\3\drag.mp3,public\audio\JPN\1\drag.mp3,public\audio\JPN\2\drag.mp3,public\audio\JPN\3\drag.mp3,FALSE,1
1215,cast,cast a vote,It's important to cast your vote in the election.,投げる,投票する,選挙で一票を投じることは大切です。,動詞,cast (投げる),「投げる」→ 投げる,casting,投げること,/kæst/,public\images\cast.webp,特定の方向に力を加えて送り出すこと。,public\audio\ENG\1\cast.mp3,public\audio\ENG\2\cast.mp3,public\audio\ENG\3\cast.mp3,public\audio\JPN\1\cast.mp3,public\audio\JPN\2\cast.mp3,public\audio\JPN\3\cast.mp3,FALSE,1
1216,scatter,scatter seeds,You should scatter the seeds evenly over the soil.,散らばる,種を撒く,種子を土の上に均等に散布する必要があります。,動詞,scatter (散らす),「散らばる」→ 散らばる,scattering,散乱,/ˈskæt·ər/,public\images\scatter.webp,ばらばらになって広がること。,public\audio\ENG\1\scatter.mp3,public\audio\ENG\2\scatter.mp3,public\audio\ENG\3\scatter.mp3,public\audio\JPN\1\scatter.mp3,public\audio\JPN\2\scatter.mp3,public\audio\JPN\3\scatter.mp3,FALSE,1
1217,tempt,tempt someone with,They tempt customers with a free sample.,誘惑する,～で誰かを誘惑する,彼らは無料サンプルで顧客を誘惑します。,動詞,tempt (誘惑する),「誘惑する」→ 誘惑する,temptation,誘惑,/tempt/,public\images\tempt.webp,魅力的な提案で誰かをある行動に駆り立てること。,public\audio\ENG\1\tempt.mp3,public\audio\ENG\2\tempt.mp3,public\audio\ENG\3\tempt.mp3,public\audio\JPN\1\tempt.mp3,public\audio\JPN\2\tempt.mp3,public\audio\JPN\3\tempt.mp3,FALSE,1
1218,withdraw,withdraw money,You can withdraw money from the ATM outside.,引き下げる,お金を引き出す,外にあるATMでお金を引き出すことができます。,動詞,with- (離れて) + draw (引く),「引き下げる」→ 引き下げる,withdrawal,引き下げ,/wɪðˈdrɔ/,public\images\withdraw.webp,位置を後方に移動させるか、参加をやめること。,public\audio\ENG\1\withdraw.mp3,public\audio\ENG\2\withdraw.mp3,public\audio\ENG\3\withdraw.mp3,public\audio\JPN\1\withdraw.mp3,public\audio\JPN\2\withdraw.mp3,public\audio\JPN\3\withdraw.mp3,FALSE,1
1219,yawn,yawn during a meeting,I tried not to yawn during the long meeting.,あくび,会議中にあくびをする,長い会議の間、私はあくびをしないように努めた。,動詞,yawn (あくびをする),「あくびをする」→ あくび,yawning,あくびをすること,/jɔn/,public\images\yawn.webp,眠気や退屈で口を大きく開けること。,public\audio\ENG\1\yawn.mp3,public\audio\ENG\2\yawn.mp3,public\audio\ENG\3\yawn.mp3,public\audio\JPN\1\yawn.mp3,public\audio\JPN\2\yawn.mp3,public\audio\JPN\3\yawn.mp3,FALSE,1
1220,blink,blink in disbelief,She blinked in disbelief at the news.,瞬き,信じられないという表情で瞬きする,彼女はその知らせを聞いて信じられないというように瞬きした。,動詞,blink (瞬く),「瞬く」→ 瞬き,blinking,瞬きすること,/blɪŋk/,public\images\blink.webp,目を一瞬閉じて開ける動作。,public\audio\ENG\1\blink.mp3,public\audio\ENG\2\blink.mp3,public\audio\ENG\3\blink.mp3,public\audio\JPN\1\blink.mp3,public\audio\JPN\2\blink.mp3,public\audio\JPN\3\blink.mp3,FALSE,1
1221,dye,dye fabric,We decided to dye the fabric a deep blue.,染める,染料生地,私たちは生地を深い青色に染めることにしました。,動詞,dye (染める),「染める」→ 染める,dyed,染色された,/daɪ/,public\images\dye.webp,色を変えるために物質を用いること。,public\audio\ENG\1\dye.mp3,public\audio\ENG\2\dye.mp3,public\audio\ENG\3\dye.mp3,public\audio\JPN\1\dye.mp3,public\audio\JPN\2\dye.mp3,public\audio\JPN\3\dye.mp3,FALSE,1
1222,spill,spill coffee,I accidentally spill coffee on my shirt this morning.,こぼす,コーヒーをこぼす,今朝うっかりシャツにコーヒーをこぼしてしまいました。,動詞,spill (こぼす),「こぼす」→ こぼす,spillage,こぼれたもの,/spɪl/,public\images\spill.webp,液体が容器から外に出ること。,public\audio\ENG\1\spill.mp3,public\audio\ENG\2\spill.mp3,public\audio\ENG\3\spill.mp3,public\audio\JPN\1\spill.mp3,public\audio\JPN\2\spill.mp3,public\audio\JPN\3\spill.mp3,FALSE,1
1223,irritate,irritate someone's eyes,The strong perfume can irritate someone's eyes.,刺激する,（人）の目を刺激する,強い香水は人の目を刺激する可能性があります。,動詞,ir- (～に向かって) + rit- (摩擦) + -ate (動詞化),「摩擦を引き起こす」→ 刺激する,irritation,刺激、苛立ち,/ˈɪrɪˌteɪt/,public\images\irritate.webp,物理的または感情的に不快感を与えること。,public\audio\ENG\1\irritate.mp3,public\audio\ENG\2\irritate.mp3,public\audio\ENG\3\irritate.mp3,public\audio\JPN\1\irritate.mp3,public\audio\JPN\2\irritate.mp3,public\audio\JPN\3\irritate.mp3,FALSE,1
1224,insult,insult someone unintentionally,It's easy to insult someone unintentionally with careless words.,侮辱,意図せずに人を侮辱する,不用意な言葉で意図せず誰かを侮辱してしまうのは簡単です。,動詞,in- (中に) + sult (跳ぶ),「跳びかかる」→ 侮辱,result,結果、成果,/ˈɪnˌsʌlt/,public\images\insult.webp,他人を軽蔑する言葉や行為。,public\audio\ENG\1\insult.mp3,public\audio\ENG\2\insult.mp3,public\audio\ENG\3\insult.mp3,public\audio\JPN\1\insult.mp3,public\audio\JPN\2\insult.mp3,public\audio\JPN\3\insult.mp3,FALSE,1
1225,enforce,enforce the rules,The school needs to enforce the rules more strictly.,施行する,規則を強制する,学校は規則をもっと厳格に施行する必要がある。,動詞,en- (～に向かって) + force (力),「力を加える」→ 施行する,reinforcement,強化,/ɪnˈfɔrs/,public\images\enforce.webp,法律やルールを実行し、遵守を確実にすること。,public\audio\ENG\1\enforce.mp3,public\audio\ENG\2\enforce.mp3,public\audio\ENG\3\enforce.mp3,public\audio\JPN\1\enforce.mp3,public\audio\JPN\2\enforce.mp3,public\audio\JPN\3\enforce.mp3,FALSE,1
1226,rob,rob a bank,They were caught trying to rob a bank.,奪う,銀行強盗をする,彼らは銀行強盗をしようとして捕まりました。,動詞,rob (奪う),「奪う」→ 奪う,robbery,強盗,/rɑb/,public\images\rob.webp,力や脅威を用いて財物を不法に取ること。,public\audio\ENG\1\rob.mp3,public\audio\ENG\2\rob.mp3,public\audio\ENG\3\rob.mp3,public\audio\JPN\1\rob.mp3,public\audio\JPN\2\rob.mp3,public\audio\JPN\3\rob.mp3,FALSE,1
1227,drain,drain energy,Endless meetings drain my energy.,排出する,エネルギーを消耗する,終わりのない会議は私のエネルギーを消耗させます。,動詞,drain (排出する),「排出する」→ 排出する,drainage,排水、排出システム,/dreɪn/,public\images\drain.webp,液体を徐々に流出させること。,public\audio\ENG\1\drain.mp3,public\audio\ENG\2\drain.mp3,public\audio\ENG\3\drain.mp3,public\audio\JPN\1\drain.mp3,public\audio\JPN\2\drain.mp3,public\audio\JPN\3\drain.mp3,FALSE,1
1228,suspend,suspend judgment,Let's suspend judgment until we have all the facts.,中断する,判断を保留する,すべての事実が判明するまで判断を保留しましょう。,動詞,sus- (下に) + pend (吊るす),「下に吊るす」→ 中断する,suspension,一時停止、停職,/səˈspɛnd/,public\images\suspend.webp,一時的に活動や状態を停止すること。,public\audio\ENG\1\suspend.mp3,public\audio\ENG\2\suspend.mp3,public\audio\ENG\3\suspend.mp3,public\audio\JPN\1\suspend.mp3,public\audio\JPN\2\suspend.mp3,public\audio\JPN\3\suspend.mp3,FALSE,1
1229,drift,drift off to sleep,I often drift off to sleep while reading.,漂う,眠りにつく,読書中に眠ってしまうことがよくあります。,動詞,drift (漂う),「漂う」→ 漂う,drifting,漂流,/drɪft/,public\images\drift.webp,流れに任せてゆっくりと動くこと。,public\audio\ENG\1\drift.mp3,public\audio\ENG\2\drift.mp3,public\audio\ENG\3\drift.mp3,public\audio\JPN\1\drift.mp3,public\audio\JPN\2\drift.mp3,public\audio\JPN\3\drift.mp3,FALSE,1
1230,forgive,forgive and forget,It's sometimes hard to forgive and forget.,許す,許して忘れる,許したり忘れたりするのは難しいこともあります。,動詞,for- (～に向かって) + give (与える),「許しを与える」→ 許す,forgiveness,許し、寛容,/fərˈɡɪv/,public\images\forgive.webp,過ちや罪に対する怒りや恨みを手放すこと。,public\audio\ENG\1\forgive.mp3,public\audio\ENG\2\forgive.mp3,public\audio\ENG\3\forgive.mp3,public\audio\JPN\1\forgive.mp3,public\audio\JPN\2\forgive.mp3,public\audio\JPN\3\forgive.mp3,FALSE,1
1231,revise,revise a manuscript,He had to revise the manuscript several times.,改訂する,原稿を修正する,彼は原稿を何度も修正しなければならなかった。,動詞,re- (再び) + vise (見る),「再び見る」→ 改訂する,revision,改訂、修正,/rɪˈvaɪz/,public\images\revise.webp,内容を見直し、修正や更新を行うこと。,public\audio\ENG\1\revise.mp3,public\audio\ENG\2\revise.mp3,public\audio\ENG\3\revise.mp3,public\audio\JPN\1\revise.mp3,public\audio\JPN\2\revise.mp3,public\audio\JPN\3\revise.mp3,FALSE,1
1232,recruit,recruit new members,We need to recruit new members for our team.,新規採用する,新しいメンバーを募集する,私たちのチームに新しいメンバーを採用する必要があります。,動詞,re- (再び) + cruit (成長する),「新たに成長する」→ 新規採用する,recruitment,募集、採用活動,/rɪˈkruːt/,public\images\recruit.webp,新たに人を組織や集団に加えること。,public\audio\ENG\1\recruit.mp3,public\audio\ENG\2\recruit.mp3,public\audio\ENG\3\recruit.mp3,public\audio\JPN\1\recruit.mp3,public\audio\JPN\2\recruit.mp3,public\audio\JPN\3\recruit.mp3,FALSE,1
1233,twist,twist the truth,"Sometimes, people twist the truth to their advantage.",ねじる,真実をねじ曲げる,時々、人々は自分に有利になるように真実をねじ曲げます。,動詞,twist (ねじる),「ねじる」→ ねじる,twisting,ねじれ、ねじること,/twɪst/,public\images\twist.webp,物を捻ることで形を変える行為。,public\audio\ENG\1\twist.mp3,public\audio\ENG\2\twist.mp3,public\audio\ENG\3\twist.mp3,public\audio\JPN\1\twist.mp3,public\audio\JPN\2\twist.mp3,public\audio\JPN\3\twist.mp3,FALSE,1
1234,crush,crush the competition,Our goal is to crush the competition in the next quarter.,押しつぶす,競争を打ち負かす,私たちの目標は、次の四半期に競争を打ち負かすことです。,動詞,crush (押しつぶす),「押しつぶす」→ 押しつぶす,crusher,粉砕機,/krʌʃ/,public\images\crush.webp,強い圧力で物を潰すこと。,public\audio\ENG\1\crush.mp3,public\audio\ENG\2\crush.mp3,public\audio\ENG\3\crush.mp3,public\audio\JPN\1\crush.mp3,public\audio\JPN\2\crush.mp3,public\audio\JPN\3\crush.mp3,FALSE,1
1235,pin,pin the blame on,It's unfair to pin the blame on someone without evidence.,留める,～に責任を押し付ける,証拠もなしに誰かに責任を押し付けるのは不公平だ。,動詞,pin (留める),「留める」→ 留める,pinned,留められた,/pɪn/,public\images\pin.webp,小さな針やピンで物を固定すること。,public\audio\ENG\1\pin.mp3,public\audio\ENG\2\pin.mp3,public\audio\ENG\3\pin.mp3,public\audio\JPN\1\pin.mp3,public\audio\JPN\2\pin.mp3,public\audio\JPN\3\pin.mp3,FALSE,1
1236,uncover,uncover the truth,Detectives work hard to uncover the truth.,明らかにする,真実を明らかにする,刑事たちは真実を明らかにするために懸命に働きます。,動詞,un- (否定) + cover (覆う),「覆いを取る」→ 明らかにする,uncovered,明らかにされた,/ˌʌnˈkʌvər/,public\images\uncover.webp,覆っていたものを取り除き、隠されていた事実や物を見せること。,public\audio\ENG\1\uncover.mp3,public\audio\ENG\2\uncover.mp3,public\audio\ENG\3\uncover.mp3,public\audio\JPN\1\uncover.mp3,public\audio\JPN\2\uncover.mp3,public\audio\JPN\3\uncover.mp3,FALSE,1
1237,exploit,exploit a loophole,They tried to exploit a loophole in the law.,利用する,抜け穴を悪用する,彼らは法の抜け穴を利用しようとした。,動詞,ex- (外に) + ploit (展開する),「外に引き出す」→ 利用する,exploitation,搾取、利用,/ɪkˈsplɔɪt/,public\images\exploit.webp,利益を得るためにある事物や人を使うこと。,public\audio\ENG\1\exploit.mp3,public\audio\ENG\2\exploit.mp3,public\audio\ENG\3\exploit.mp3,public\audio\JPN\1\exploit.mp3,public\audio\JPN\2\exploit.mp3,public\audio\JPN\3\exploit.mp3,FALSE,1
1238,implement,implement a plan,We need to implement a plan to improve sales.,実行する,計画を実行する,私たちは売上を向上させるための計画を実行する必要があります。,動詞,im- (中に) + ple (満たす) + -ment (名詞化),「満たすもの」→ 実行する,implementation,実行、導入,/ˈɪmpləˌmɛnt/,public\images\implement.webp,計画や決定を実際の行動や手段に移すこと。,public\audio\ENG\1\implement.mp3,public\audio\ENG\2\implement.mp3,public\audio\ENG\3\implement.mp3,public\audio\JPN\1\implement.mp3,public\audio\JPN\2\implement.mp3,public\audio\JPN\3\implement.mp3,FALSE,1
1239,integrate,integrate new technology,It's essential to integrate new technology into our processes.,統合する,新しいテクノロジーを統合する,新しいテクノロジーをプロセスに統合することが不可欠です。,動詞,in- (中に) + tegr (全体) + -ate (動詞化),「一つにまとめる」→ 統合する,integration,統合、融合,/ˈɪntɪˌɡreɪt/,public\images\integrate.webp,異なる要素やグループを一つにまとめること。,public\audio\ENG\1\integrate.mp3,public\audio\ENG\2\integrate.mp3,public\audio\ENG\3\integrate.mp3,public\audio\JPN\1\integrate.mp3,public\audio\JPN\2\integrate.mp3,public\audio\JPN\3\integrate.mp3,FALSE,1
1240,incorporate,incorporate feedback,We should incorporate feedback from customers into the product.,組み込む,フィードバックを組み込む,顧客からのフィードバックを製品に反映する必要があります。,動詞,in- (中に) + corpor (体) + -ate (動詞化),「体に取り入れる」→ 組み込む,corporation,法人、会社,/ɪnˈkɔr·pəˌreɪt/,public\images\incorporate.webp,一つの全体として組織や体系に取り入れること。,public\audio\ENG\1\incorporate.mp3,public\audio\ENG\2\incorporate.mp3,public\audio\ENG\3\incorporate.mp3,public\audio\JPN\1\incorporate.mp3,public\audio\JPN\2\incorporate.mp3,public\audio\JPN\3\incorporate.mp3,FALSE,1
1241,profile,profile a suspect,The police will profile a suspect based on evidence.,プロフィール,容疑者のプロフィールを書く,警察は証拠に基づいて容疑者のプロフィールを調べます。,名詞,pro- (前に) + file (形),「前に出た形」→ プロフィール,profiling,プロファイリング,/ˈproʊˌfaɪl/,public\images\profile.webp,個人や物の特徴を簡潔にまとめた記述や概要。,public\audio\ENG\1\profile.mp3,public\audio\ENG\2\profile.mp3,public\audio\ENG\3\profile.mp3,public\audio\JPN\1\profile.mp3,public\audio\JPN\2\profile.mp3,public\audio\JPN\3\profile.mp3,FALSE,1
1242,appetite,appetite for adventure,He has an insatiable appetite for adventure.,食欲,冒険への欲求,彼は冒険に対する飽くなき欲求を持っています。,名詞,ap- (～に向かって) + petit (求める),「求める」→ 食欲,appetizing,食欲をそそる,/ˈæpəˌtaɪt/,public\images\appetite.webp,食べ物を欲する自然な欲求。,public\audio\ENG\1\appetite.mp3,public\audio\ENG\2\appetite.mp3,public\audio\ENG\3\appetite.mp3,public\audio\JPN\1\appetite.mp3,public\audio\JPN\2\appetite.mp3,public\audio\JPN\3\appetite.mp3,FALSE,1
1243,impulse,act on an impulse,"Sometimes, it's fun to act on an impulse and take a road trip.",衝動,衝動に従って行動する,時々、衝動に駆られてドライブ旅行に出かけるのも楽しいものです。,名詞,im- (中に) + pulse (打つ),「内から打つ」→ 衝動,impulsive,衝動的な,/ˈɪmˌpʌls/,public\images\impulse.webp,突然の強い欲求や動き出す力。,public\audio\ENG\1\impulse.mp3,public\audio\ENG\2\impulse.mp3,public\audio\ENG\3\impulse.mp3,public\audio\JPN\1\impulse.mp3,public\audio\JPN\2\impulse.mp3,public\audio\JPN\3\impulse.mp3,FALSE,1
1244,script,script for a play,She's writing a script for a play set in the 1800s.,脚本,演劇の脚本,彼女は 1800 年代を舞台にした演劇の脚本を書いています。,名詞,script (書く),「書かれたもの」→ 脚本,subscription,購読、加入,/skrɪpt/,public\images\script.webp,映画、劇、放送などの台詞や指示が書かれた文書。,public\audio\ENG\1\script.mp3,public\audio\ENG\2\script.mp3,public\audio\ENG\3\script.mp3,public\audio\JPN\1\script.mp3,public\audio\JPN\2\script.mp3,public\audio\JPN\3\script.mp3,FALSE,1
1245,anniversary,celebrate an anniversary,"Next month, we'll celebrate our 10th anniversary.",記念日,記念日を祝う,来月には創立10周年を迎えます。,名詞,ann- (年) + vers (回る) + -ary (名詞化),「年を回る」→ 記念日,annual,年次の、毎年の,/ˌænɪˈvɜr·səˌri/,public\images\anniversary.webp,特定の出来事が起こった日から数えて、年数が一致する日。,public\audio\ENG\1\anniversary.mp3,public\audio\ENG\2\anniversary.mp3,public\audio\ENG\3\anniversary.mp3,public\audio\JPN\1\anniversary.mp3,public\audio\JPN\2\anniversary.mp3,public\audio\JPN\3\anniversary.mp3,FALSE,1
1246,pension,draw a pension,My grandfather started to draw a pension last year.,年金,年金を引き出す,私の祖父は昨年から年金を受け取り始めました。,名詞,pens- (支払う) + -ion (名詞化),「支払われるもの」→ 年金,compensate,補償する,/ˈpɛn·ʃən/,public\images\pension.webp,退職後に受け取る定期的な支払い。または、その支払いを提供する制度。,public\audio\ENG\1\pension.mp3,public\audio\ENG\2\pension.mp3,public\audio\ENG\3\pension.mp3,public\audio\JPN\1\pension.mp3,public\audio\JPN\2\pension.mp3,public\audio\JPN\3\pension.mp3,FALSE,1
1247,temper,lose one's temper,It's important not to lose one's temper in negotiations.,気質,かんしゃくを起こす,交渉では気を緩めないことが大切です。,名詞,temper (気質),「気質」→ 気質,temperament,気質、性格,/ˈtɛm·pər/,public\images\temper.webp,個人の一貫した感情的傾向。または、怒りやすい性質。,public\audio\ENG\1\temper.mp3,public\audio\ENG\2\temper.mp3,public\audio\ENG\3\temper.mp3,public\audio\JPN\1\temper.mp3,public\audio\JPN\2\temper.mp3,public\audio\JPN\3\temper.mp3,FALSE,1
1248,cortex,cerebral cortex,The cerebral cortex plays a key role in memory and attention.,皮質,大脳皮質,大脳皮質は記憶と注意において重要な役割を果たします。,名詞,cort- (皮) + -ex (外側),「外側の皮」→ 皮質,cortical,皮質の,/ˈkɔrˌtɛks/,public\images\cortex.webp,特に脳の外層を指す。植物の体の一部を形成する層も指す。,public\audio\ENG\1\cortex.mp3,public\audio\ENG\2\cortex.mp3,public\audio\ENG\3\cortex.mp3,public\audio\JPN\1\cortex.mp3,public\audio\JPN\2\cortex.mp3,public\audio\JPN\3\cortex.mp3,FALSE,1
1249,syndrome,diagnose a syndrome,The doctor was able to diagnose the syndrome based on symptoms.,症候群,症候群を診断する,医師は症状に基づいてこの症候群を診断できました。,名詞,syn- (共に) + drome (走る),「共に走る」→ 症候群,syndromic,症候群の,/ˈsɪn·droʊm/,public\images\syndrome.webp,特定の病気や状態を示す症状や徴候の集まり。,public\audio\ENG\1\syndrome.mp3,public\audio\ENG\2\syndrome.mp3,public\audio\ENG\3\syndrome.mp3,public\audio\JPN\1\syndrome.mp3,public\audio\JPN\2\syndrome.mp3,public\audio\JPN\3\syndrome.mp3,FALSE,1
1250,chamber,chamber of commerce,The local chamber of commerce supports small businesses.,室,商工会議所,地元の商工会議所は中小企業をサポートしています。,名詞,chamber (部屋),「部屋」→ 室,chambered,区画された,/ˈʧeɪm·bər/,public\images\chamber.webp,特定の活動や目的のために用いられる部屋や空間。,public\audio\ENG\1\chamber.mp3,public\audio\ENG\2\chamber.mp3,public\audio\ENG\3\chamber.mp3,public\audio\JPN\1\chamber.mp3,public\audio\JPN\2\chamber.mp3,public\audio\JPN\3\chamber.mp3,FALSE,1
1251,utility,utility bill,The utility bill has gone up during the winter months.,公共事業,公共料金の請求書,冬になると光熱費が上がります。,名詞,util- (使う) + -ity (名詞化),「使うもの」→ 公共事業,utilization,使用、活用,/juːˈtɪl·ɪ·ti/,public\images\utility.webp,日常生活で必要とされる水、電気、ガスなどのサービス。,public\audio\ENG\1\utility.mp3,public\audio\ENG\2\utility.mp3,public\audio\ENG\3\utility.mp3,public\audio\JPN\1\utility.mp3,public\audio\JPN\2\utility.mp3,public\audio\JPN\3\utility.mp3,FALSE,1
1252,cattle,cattle ranch,He owns a cattle ranch in Texas with over 500 head of cattle.,牛,牛の牧場,彼はテキサス州に 500 頭以上の牛を飼う牧場を所有しています。,名詞,cattle (家畜),「家畜」→ 牛,cattleman,牧畜業者,/ˈkæt·l̟/,public\images\cattle.webp,家畜として飼われる牛の総称。,public\audio\ENG\1\cattle.mp3,public\audio\ENG\2\cattle.mp3,public\audio\ENG\3\cattle.mp3,public\audio\JPN\1\cattle.mp3,public\audio\JPN\2\cattle.mp3,public\audio\JPN\3\cattle.mp3,FALSE,1
1253,herd,herd of sheep,She watches over the herd of sheep as they graze on the hillside.,群れ,羊の群れ,彼女は丘の中腹で草を食む羊の群れを見守っています。,名詞,herd (群れ),「群れ」→ 群れ,herding,群れを集めること,/hɜrd/,public\images\herd.webp,特に牛や羊などの家畜の集団。,public\audio\ENG\1\herd.mp3,public\audio\ENG\2\herd.mp3,public\audio\ENG\3\herd.mp3,public\audio\JPN\1\herd.mp3,public\audio\JPN\2\herd.mp3,public\audio\JPN\3\herd.mp3,FALSE,1
1254,fluid,fluid dynamics,He's studying fluid dynamics for his engineering degree.,流体,流体力学,彼は工学の学位取得のために流体力学を勉強しています。,名詞,flu- (流れる) + -id (名詞化),「流れるもの」→ 流体,fluidity,流動性,/ˈfluː·ɪd/,public\images\fluid.webp,容易に形を変えることができ、流れる性質を持つ物質。,public\audio\ENG\1\fluid.mp3,public\audio\ENG\2\fluid.mp3,public\audio\ENG\3\fluid.mp3,public\audio\JPN\1\fluid.mp3,public\audio\JPN\2\fluid.mp3,public\audio\JPN\3\fluid.mp3,FALSE,1
1255,pity,take pity on,They took pity on the stray cat and decided to adopt it.,哀れみ,同情する,彼らはその野良猫を不憫に思い、引き取ることにしました。,名詞,pity (哀れみ),「哀れみ」→ 哀れみ,pitiful,哀れな,/ˈpɪt·i/,public\images\pity.webp,他人の不幸や苦悩に対する同情の感情。,public\audio\ENG\1\pity.mp3,public\audio\ENG\2\pity.mp3,public\audio\ENG\3\pity.mp3,public\audio\JPN\1\pity.mp3,public\audio\JPN\2\pity.mp3,public\audio\JPN\3\pity.mp3,FALSE,1
1256,priest,parish priest,The parish priest has been a pillar of the community for years.,聖職者,教区司祭,教区の司祭は長年にわたってコミュニティの支柱であった。,名詞,priest (聖職者),「聖職者」→ 聖職者,priesthood,聖職,/priːst/,public\images\priest.webp,宗教的な儀式を行うために指名された人。,public\audio\ENG\1\priest.mp3,public\audio\ENG\2\priest.mp3,public\audio\ENG\3\priest.mp3,public\audio\JPN\1\priest.mp3,public\audio\JPN\2\priest.mp3,public\audio\JPN\3\priest.mp3,FALSE,1
1257,acquaintance,make an acquaintance,I was delighted to make your acquaintance at the party.,知人,知り合いになる,パーティーであなたと知り合えて嬉しかったです。,名詞,ac- (～に向かって) + quaint (知る) + -ance (名詞化),「知ること」→ 知人,acquaint,知らせる、熟知させる,/əˈkwɪntəns/,public\images\acquaintance.webp,親しい友人ではないが、知っている人。,public\audio\ENG\1\acquaintance.mp3,public\audio\ENG\2\acquaintance.mp3,public\audio\ENG\3\acquaintance.mp3,public\audio\JPN\1\acquaintance.mp3,public\audio\JPN\2\acquaintance.mp3,public\audio\JPN\3\acquaintance.mp3,FALSE,1
1258,offspring,protect their offspring,Lions fiercely protect their offspring from predators.,子孫,自分たちの子孫を守る,ライオンは猛獣から子孫を守るために猛威を振るいます。,名詞,off- (離れて) + spring (跳ぶ),「親から離れて生まれるもの」→ 子孫,springtime,春、春の時期,/ˈɔfˌsprɪŋ/,public\images\offspring.webp,親から生まれた子供たち。,public\audio\ENG\1\offspring.mp3,public\audio\ENG\2\offspring.mp3,public\audio\ENG\3\offspring.mp3,public\audio\JPN\1\offspring.mp3,public\audio\JPN\2\offspring.mp3,public\audio\JPN\3\offspring.mp3,FALSE,1
1259,famine,risk of famine,The drought has put the region at risk of famine.,飢饉,飢餓の危険性,干ばつによりその地域は飢餓の危険にさらされている。,名詞,fam- (飢える) + -ine (名詞化),「飢えること」→ 飢饉,famished,飢えた,/ˈfæmɪn/,public\images\famine.webp,食料不足による広範囲の飢え。,public\audio\ENG\1\famine.mp3,public\audio\ENG\2\famine.mp3,public\audio\ENG\3\famine.mp3,public\audio\JPN\1\famine.mp3,public\audio\JPN\2\famine.mp3,public\audio\JPN\3\famine.mp3,FALSE,1
1260,deforestation,combat deforestation,Efforts to combat deforestation are increasing globally.,森林破壊,森林破壊との戦い,森林破壊と闘う取り組みは世界的に増加しています。,名詞,de- (取り除く) + forest (森) + -ation (名詞化),「森を取り除く」→ 森林破壊,reforestation,森林再生,/ˌdiːˌfɒr·ɪˈsteɪ·ʃən/,public\images\deforestation.webp,大規模に木を伐採し、森林を減少させる行為。,public\audio\ENG\1\deforestation.mp3,public\audio\ENG\2\deforestation.mp3,public\audio\ENG\3\deforestation.mp3,public\audio\JPN\1\deforestation.mp3,public\audio\JPN\2\deforestation.mp3,public\audio\JPN\3\deforestation.mp3,FALSE,1
1261,jail,serve time in jail,He had to serve time in jail for his involvement in the scheme.,刑務所,刑務所で服役する,彼はその計画に関与したため、刑務所に服役しなければならなかった。,名詞,jail (監禁),「監禁する場所」→ 刑務所,jailer,看守,/ʤeɪl/,public\images\jail.webp,犯罪者を拘束するための施設。,public\audio\ENG\1\jail.mp3,public\audio\ENG\2\jail.mp3,public\audio\ENG\3\jail.mp3,public\audio\JPN\1\jail.mp3,public\audio\JPN\2\jail.mp3,public\audio\JPN\3\jail.mp3,FALSE,1
1262,commodity,trade in commodities,She specializes in trade in commodities like oil and gold.,商品,商品の貿易,彼女は石油や金などの商品の貿易を専門としています。,名詞,com- (共に) + mod- (測る) + -ity (名詞化),「測られたもの」→ 商品,commodify,商品化する,/kəˈmɑdəti/,public\images\commodity.webp,市場で取引される物質的な財やサービス。,public\audio\ENG\1\commodity.mp3,public\audio\ENG\2\commodity.mp3,public\audio\ENG\3\commodity.mp3,public\audio\JPN\1\commodity.mp3,public\audio\JPN\2\commodity.mp3,public\audio\JPN\3\commodity.mp3,FALSE,1
